Respondent,duration,code,priorQ1,updatedQ1,priorQ2,updatedQ2,priorQ3,updatedQ3,priorQ4,updatedQ4,priorQ5,updatedQ5,priorQ6,updatedQ6,priorQ7,updatedQ7,priorQ8,updatedQ8 ,priorQ9,updatedQ9,priorQ10,updatedQ10 ,Advice1,Advice2,Advice3,Advice4,Advice5,Advice6,Advice7,Advice8,Advice9,Advice10,True1,True2,True3,True4,True5,True6,True7,True8,True9,True10,SlNoQ1,SlNoQ2,SlNoQ3,SlNoQ4,SlNoQ5,SlNoQ6,SlNoQ7,SlNoQ8,SlNoQ9,SlNoQ10
126,458,3357,68,68,81,86,33,22,58,55,67,58,12,12,20,22,16,13,72,72,8,8,68,88,16,54,54,12,25,12,72,8,69,98,24,52,51,12,18,11,70,6,69,198,124,52,151,12,118,111,170,6
127,599,3115,57,59,29,25,68,67,40,37,72,72,50,52,82,84,30,29,70,72,27,37,60,22,65,34,72,54,85,25,73,42,60,20,66,28,70,50,98,18,75,32,160,20,166,128,170,150,98,118,175,132
128,533,3161,20,20,50,52,22,20,29,28,44,45,57,54,41,42,79,76,34,36,33,32,21,54,18,26,49,51,44,74,38,31,19,51,18,23,35,49,41,80,32,29,19,51,18,123,135,149,41,180,32,29
129,449,3375,79,84,33,34,82,84,1,1,7,9,12,12,73,74,89,83,81,84,11,11,88,34,86,1,9,12,74,77,87,11,100,28,100,1,6,12,81,85,93,8,100,28,200,1,106,12,81,85,93,108
130,914,3099,72,75,75,75,4,5,81,82,35,40,71,75,10,10,79,81,30,40,74,80,81,73,9,86,43,79,12,85,49,78,91,71,7,89,36,82,12,98,43,78,91,171,7,189,136,82,12,98,143,178
131,346,3004,62,62,30,30,16,16,28,28,35,35,6,6,73,73,85,85,10,10,76,76,60,27,19,25,27,7,59,78,9,67,60,21,17,18,25,5,55,78,7,63,160,121,117,118,125,105,155,178,107,163
132,765,3492,45,50,48,48,50,50,28,27,88,85,84,82,60,60,50,50,62,65,38,35,51,50,51,25,81,72,61,48,69,34,47,42,48,23,78,72,64,38,63,30,47,42,48,23,78,172,164,138,63,130
133,385,3178,65,62,3,3,7,9,14,10,95,95,16,16,17,16,75,73,80,76,45,48,62,3,9,10,95,16,16,73,76,48,61,2,6,10,95,16,16,71,79,40,61,102,106,110,195,16,116,171,79,140
134,376,3343,64,66,38,38,75,75,42,42,14,14,40,40,5,5,81,81,10,10,85,85,71,32,87,51,14,31,7,79,12,87,73,31,96,47,12,29,5,83,11,95,173,31,96,47,112,29,105,83,111,95
135,1052,3335,68,78,62,64,85,80,76,77,24,20,36,34,14,13,5,5,65,61,76,84,78,64,72,79,19,32,13,7,59,87,88,58,72,82,17,30,11,5,57,96,188,158,172,182,17,30,11,5,157,96
136,343,3390,27,27,81,81,55,53,84,85,45,33,48,54,59,63,12,12,25,47,80,78,27,76,52,87,30,53,66,13,49,76,25,80,54,96,24,48,56,11,35,85,125,80,54,96,24,148,56,11,135,185
137,843,3094,24,28,22,25,28,29,7,8,87,87,85,68,78,78,88,88,46,50,91,91,34,26,30,8,87,67,78,87,52,87,28,22,24,6,96,65,88,96,50,93,128,122,24,6,196,65,188,96,50,93
138,980,3213,24,20,80,82,6,6,84,86,28,28,26,26,38,38,30,30,12,13,32,32,17,84,5,81,27,25,34,22,12,32,15,93,4,91,25,23,28,21,12,26,15,193,104,191,125,23,28,21,12,126
139,491,3075,39,39,74,74,84,82,7,7,14,13,18,18,90,88,6,6,83,83,5,5,34,73,80,8,12,19,81,9,76,5,28,71,86,6,11,17,91,7,79,4,128,171,186,6,111,17,191,7,79,4
140,241,3403,75,76,28,31,26,23,45,48,68,69,44,47,44,44,33,33,27,27,36,38,77,34,19,54,73,52,45,32,25,44,86,29,17,51,75,50,43,26,19,39,86,129,117,51,175,50,43,126,119,139
141,615,3234,59,54,91,88,35,41,87,85,66,63,81,77,4,3,84,81,52,54,33,35,54,87,41,84,63,74,3,81,54,36,49,93,36,93,55,80,3,78,51,38,49,93,36,193,55,180,3,78,51,38
142,676,3326,7,6,85,83,50,63,80,70,72,76,55,30,70,85,50,48,85,83,77,75,8,87,65,72,79,32,88,51,86,78,6,93,65,71,81,25,100,47,90,88,6,93,165,71,181,25,100,147,190,188
143,425,3337,77,76,65,64,29,32,35,28,58,55,38,36,8,9,12,10,49,44,61,64,71,63,32,27,53,36,10,11,45,60,68,68,26,21,48,38,8,8,43,60,68,168,126,121,148,38,8,108,43,160
144,282,3418,55,53,49,45,62,62,48,48,55,55,78,85,2,2,40,40,24,24,75,74,52,34,60,47,54,87,3,35,25,72,54,29,60,45,50,96,2,35,23,71,54,129,160,45,150,96,102,35,23,71
145,1378,3357,76,70,80,85,21,19,45,49,56,54,12,12,19,22,20,16,76,74,10,9,68,88,16,54,54,12,25,12,72,8,69,98,24,52,51,12,18,11,70,6,69,198,124,52,151,12,118,111,170,6
146,821,3402,36,38,4,4,65,63,26,25,73,70,27,29,82,84,11,11,79,82,45,43,41,5,62,26,67,32,87,12,84,45,36,4,61,23,64,26,94,12,93,44,36,104,61,123,64,126,94,12,193,44
147,565,3323,84,84,44,42,46,40,55,53,85,87,4,5,57,58,78,78,17,18,20,22,84,43,34,50,86,7,59,80,19,25,92,36,28,44,89,5,55,86,17,23,192,136,28,144,189,5,155,186,117,23
148,493,3351,32,32,93,89,38,42,51,51,12,12,44,54,1,2,41,36,85,85,26,26,32,88,44,51,11,59,2,34,86,27,31,98,40,47,8,55,1,31,100,21,31,198,40,47,108,155,101,131,200,121
149,582,3170,80,83,50,48,23,16,76,70,80,84,70,70,36,36,45,50,87,84,15,14,87,51,14,67,87,72,42,55,87,17,96,48,13,64,97,71,32,53,99,15,196,48,113,64,197,71,132,153,99,15
150,367,3144,60,60,65,70,90,85,9,9,58,60,70,70,89,89,5,7,90,85,14,17,56,74,78,9,66,79,86,8,79,25,62,81,89,6,56,82,88,6,83,23,62,81,89,106,56,82,88,6,83,23
151,299,3266,75,80,25,27,18,16,65,72,70,72,7,7,70,72,14,14,45,50,35,35,87,32,16,80,76,7,77,15,54,38,94,25,16,87,79,5,86,14,52,32,194,25,16,187,79,5,86,114,52,32
152,528,3049,27,21,68,68,18,18,57,57,89,89,35,39,58,58,77,77,30,30,71,72,16,67,13,57,88,43,61,74,32,73,16,63,11,53,98,37,64,77,26,75,16,163,11,53,198,137,164,177,126,175
153,285,3100,86,85,37,37,54,54,66,65,84,84,64,64,79,83,84,84,81,81,79,79,86,34,52,67,87,61,95,86,81,75,100,28,54,65,97,57,95,90,91,76,200,28,54,65,97,57,195,190,191,176
154,308,3298,15,15,4,4,67,75,59,59,63,68,55,56,2,3,48,48,42,43,70,76,14,5,77,62,74,57,3,45,43,79,12,4,66,56,81,53,2,44,37,82,112,104,66,156,81,53,2,44,37,182
155,569,3315,23,25,30,32,67,67,78,79,10,11,55,55,39,37,72,78,80,79,40,42,27,34,67,80,10,54,32,81,77,44,25,29,65,86,9,51,26,91,84,39,125,129,65,186,109,51,126,91,84,139
156,1643,3006,70,66,25,21,7,8,12,13,17,18,75,75,71,74,16,17,17,13,58,52,61,19,9,14,19,77,79,19,12,51,57,22,7,12,17,85,83,17,11,49,57,22,7,112,17,85,83,117,111,149
157,548,3316,34,33,70,70,3,2,20,17,8,6,41,46,58,56,85,83,65,60,50,52,31,67,1,15,4,50,55,78,50,54,29,64,1,14,3,41,53,89,44,52,29,64,1,114,103,141,153,89,144,52
158,389,3138,83,80,52,48,66,64,41,38,38,42,78,84,63,56,19,19,32,32,48,55,79,44,61,34,43,87,54,18,32,60,81,39,57,29,37,96,51,18,31,60,181,139,57,129,137,196,151,18,31,160
159,424,3358,81,81,10,8,85,77,33,34,42,47,38,38,80,80,5,4,78,71,3,3,75,8,71,34,50,36,81,3,71,3,76,6,74,28,42,38,92,2,68,2,176,6,74,128,142,38,92,102,68,2
160,680,3128,86,86,69,71,83,84,76,78,39,36,58,62,10,10,86,80,28,28,12,12,87,74,86,77,34,71,9,77,30,12,99,70,90,86,30,68,7,85,24,12,99,70,90,86,130,68,7,85,24,12
161,469,3318,8,8,30,30,45,45,50,50,85,85,23,25,13,13,90,90,87,87,30,33,10,34,48,50,80,26,12,87,77,43,10,29,40,41,86,23,11,97,79,34,10,129,140,141,186,123,111,197,179,134
162,955,3207,25,18,35,39,52,52,70,71,75,77,85,83,90,89,65,65,70,71,74,76,16,42,51,73,77,81,86,69,73,79,16,32,47,71,66,78,90,67,73,82,16,132,147,171,66,78,90,167,73,82
163,591,3308,68,70,38,46,85,92,48,48,80,85,80,85,80,80,55,62,60,70,28,35,72,54,95,50,87,87,78,65,73,37,71,49,95,44,97,96,78,65,83,33,71,49,195,144,197,96,178,165,183,33
164,183,3119,72,66,72,72,20,19,12,13,75,74,81,80,32,29,89,87,42,39,45,46,64,71,17,14,73,79,27,85,34,48,59,69,15,12,77,84,25,98,30,40,159,169,15,112,77,184,125,98,130,140
165,409,3081,83,85,2,2,76,76,9,9,98,96,58,65,89,89,34,32,17,17,45,50,88,1,77,8,87,73,87,28,17,56,100,1,86,6,97,71,94,26,15,62,100,1,86,6,97,171,194,26,15,62
166,553,3419,40,40,37,35,58,52,52,42,27,19,41,41,52,52,86,86,59,55,92,90,34,31,44,42,16,34,37,77,54,78,28,29,41,32,16,31,33,85,52,89,128,29,41,132,116,131,33,85,52,89
167,757,3115,56,56,21,21,74,69,32,32,80,76,43,47,86,86,23,23,72,72,26,28,60,22,65,34,72,54,85,25,73,42,60,20,66,28,70,50,98,18,75,32,160,20,166,128,170,150,98,118,175,132
168,644,3265,38,40,46,48,70,68,40,42,39,42,92,92,82,85,51,51,8,8,80,80,44,53,63,48,44,88,87,52,9,77,40,48,55,38,41,98,96,45,6,66,40,148,55,138,41,198,96,145,106,66
169,244,3117,52,52,27,27,77,77,74,74,68,68,80,81,67,67,22,19,70,70,30,30,54,32,77,81,74,87,64,16,80,31,49,25,85,92,70,93,59,16,86,29,49,25,85,92,70,93,159,116,186,29
170,636,3426,48,48,1,1,52,52,68,68,6,6,8,89,82,82,73,73,18,18,45,45,45,1,54,71,8,87,85,71,18,50,43,1,49,68,6,94,98,74,18,42,43,1,49,68,6,194,98,74,18,142
171,456,3101,25,24,87,87,21,23,44,40,55,55,95,94,89,89,32,34,59,59,59,59,26,86,27,34,50,88,87,37,67,54,22,89,25,30,44,98,96,33,63,52,122,189,125,130,144,198,196,33,163,52
172,523,3363,62,63,50,50,68,75,5,5,57,55,33,28,11,12,20,18,7,9,72,66,64,50,77,5,54,26,12,17,9,65,59,44,66,4,52,23,12,15,7,67,159,144,66,104,52,123,12,15,107,67
173,723,3088,70,76,31,28,42,46,77,75,52,56,27,26,24,22,62,65,10,11,54,60,84,27,50,74,54,25,19,67,11,71,92,25,44,77,51,23,22,64,8,69,192,125,144,177,151,23,22,64,108,169
174,353,3119,68,65,70,70,22,18,17,15,76,73,79,79,34,27,86,85,38,34,40,44,64,71,17,14,73,79,27,85,34,48,59,69,15,12,77,84,25,98,30,40,159,169,15,112,77,184,125,98,130,140
175,265,3008,55,54,76,85,78,63,11,11,6,7,16,16,92,90,52,50,6,8,4,4,53,87,54,10,7,18,87,48,9,4,48,96,51,8,5,18,99,33,7,3,148,196,151,8,105,18,99,133,7,103
176,330,3428,33,35,40,45,18,15,15,15,60,58,7,7,50,66,45,45,70,68,85,90,43,44,12,16,64,9,63,45,67,95,34,40,11,16,59,7,55,44,64,95,34,40,111,16,59,107,55,44,64,195
177,936,3450,88,88,8,8,55,55,7,7,82,82,14,14,72,70,40,40,29,31,90,85,81,10,65,8,75,19,69,44,32,79,78,9,67,6,76,17,63,39,26,83,78,9,67,6,176,117,63,139,126,83
178,478,3148,9,9,92,90,85,86,46,47,35,35,58,60,39,45,48,52,43,45,68,65,9,87,84,47,33,66,48,53,49,69,7,97,93,45,27,72,40,46,35,67,107,97,193,45,127,72,140,146,135,167
179,296,3368,77,74,84,83,89,89,56,60,33,37,39,39,75,70,11,12,70,70,27,30,69,76,87,61,43,43,71,12,71,33,67,79,94,64,34,37,73,13,69,27,167,79,94,164,34,137,173,13,169,127
180,522,3209,70,74,82,85,33,33,68,71,81,81,88,88,4,5,28,24,74,74,29,34,74,88,34,73,80,87,7,16,76,34,77,100,30,71,86,94,5,24,79,29,177,100,130,171,186,94,105,124,79,129
181,830,3029,83,84,27,28,11,10,81,77,53,52,46,44,50,50,65,70,29,29,28,35,86,28,10,73,51,43,43,72,33,43,90,26,9,75,47,37,37,71,27,34,190,26,9,75,147,37,137,71,127,134
182,649,3096,34,30,75,75,42,42,50,48,10,10,28,25,20,18,35,35,26,25,72,72,22,79,34,50,10,26,18,32,21,73,20,83,30,44,9,23,18,31,19,76,120,83,130,144,109,123,18,31,19,76
183,638,3043,48,39,80,80,75,69,11,12,4,5,95,92,70,72,32,22,80,81,35,39,37,80,66,14,7,87,72,16,81,41,33,86,56,14,5,94,74,24,91,36,33,186,56,14,5,194,174,124,191,36
184,510,3196,67,70,75,75,12,11,98,90,12,12,45,45,1,1,92,90,41,50,45,50,73,79,10,86,11,44,1,86,52,54,77,82,10,89,8,40,1,90,54,50,77,82,110,189,108,40,1,90,54,150
185,355,3099,71,76,75,76,10,10,87,87,36,39,72,74,13,13,85,85,43,45,73,75,81,73,9,86,43,79,12,85,49,78,91,71,7,89,36,82,12,98,43,78,91,171,7,189,136,82,12,98,143,178
186,857,3316,34,32,74,70,2,1,17,16,5,5,42,48,68,62,89,85,57,54,55,55,31,67,1,15,4,50,55,78,50,54,29,64,1,14,3,41,53,89,44,52,29,64,1,114,103,141,153,89,144,52
187,579,3437,10,10,25,23,60,70,70,68,70,70,4,4,75,70,60,60,30,20,50,60,10,21,81,68,74,5,68,67,16,64,10,19,91,69,77,4,62,65,16,59,10,19,91,69,177,4,162,65,16,159
188,911,3441,6,8,12,12,68,71,27,29,72,73,42,44,17,17,57,57,84,85,68,68,9,12,73,32,73,48,17,56,87,68,7,12,83,30,75,38,15,62,95,61,107,12,183,30,175,138,15,62,95,161
189,607,3208,51,48,74,74,20,22,78,76,32,35,20,21,89,92,28,26,63,63,83,79,45,72,33,71,43,25,87,22,60,73,44,70,27,74,36,19,96,20,52,77,44,170,127,74,136,119,96,120,152,77
190,531,3204,61,63,71,72,13,11,42,51,29,24,64,68,16,18,20,20,3,3,4,5,62,73,10,56,21,71,22,19,3,5,61,73,10,62,15,73,20,17,2,4,61,73,110,62,115,173,20,117,2,4
191,794,3096,28,25,79,79,35,35,52,51,7,8,26,26,21,19,24,26,22,22,65,67,22,79,34,50,10,26,18,32,21,73,20,83,30,44,9,23,18,31,19,76,120,83,130,144,109,123,18,31,19,76
192,450,3135,90,90,85,83,79,85,25,25,55,64,70,77,80,77,53,57,8,9,47,50,87,82,87,27,71,80,74,60,10,54,93,99,97,25,68,86,80,52,9,51,93,199,97,125,68,186,180,152,9,151
193,501,3362,7,8,35,37,72,75,34,42,72,63,7,8,24,24,78,85,85,76,45,50,10,41,77,48,66,9,27,87,76,54,10,36,87,40,56,6,21,96,79,51,110,36,87,140,56,106,121,196,79,51
194,211,3481,32,30,85,80,76,70,6,8,92,90,88,82,36,48,88,85,75,75,42,36,28,78,66,9,86,81,49,84,73,34,26,78,56,7,90,91,43,92,77,30,26,178,56,7,90,191,143,192,77,130
195,1490,3207,19,17,28,35,48,50,80,75,65,73,85,81,85,86,65,65,80,75,70,75,16,42,51,73,77,81,86,69,73,79,16,32,47,71,66,78,90,67,73,82,16,132,147,171,66,78,90,167,73,82
196,496,3433,42,50,52,47,31,28,23,30,70,77,60,59,35,31,12,10,24,25,70,77,50,47,28,30,77,59,31,10,25,77,42,45,26,24,86,55,27,10,18,66,142,45,26,24,86,155,27,110,118,66
197,700,3443,37,33,50,45,70,73,35,40,38,35,18,14,80,75,35,35,50,51,2,3,36,52,73,43,38,12,77,37,52,3,38,45,77,34,32,11,84,33,50,3,38,145,77,134,32,111,84,33,50,3
198,481,3028,36,38,31,32,34,40,8,8,54,54,14,14,23,24,32,36,55,56,10,10,44,33,47,9,54,16,26,43,57,12,40,27,45,6,51,16,22,34,53,13,40,127,45,106,151,16,122,134,53,13
199,240,3353,78,78,12,10,91,90,95,90,95,90,65,65,14,13,65,65,41,44,72,74,79,9,87,85,86,65,12,64,50,77,82,6,94,98,90,67,12,59,42,84,182,106,94,98,190,67,12,59,42,84
200,791,3359,91,88,49,51,54,48,26,29,69,69,94,93,34,34,67,67,44,46,93,89,78,60,45,33,69,78,49,68,50,86,78,60,44,27,63,89,35,61,41,89,178,160,44,127,63,89,135,161,141,189
201,547,3430,38,38,35,35,45,45,50,50,78,78,7,8,75,70,55,55,2,2,68,68,43,34,56,47,77,10,67,51,2,69,37,31,62,45,66,10,65,49,1,63,137,131,62,45,66,10,65,149,101,63
202,583,3320,54,54,65,70,77,76,70,83,42,38,24,20,17,19,41,40,38,36,49,49,52,71,75,88,34,16,19,34,34,51,54,73,76,100,28,16,17,30,29,47,54,173,176,100,128,116,117,130,129,47
203,468,3313,38,38,83,85,90,89,11,11,3,3,68,65,45,40,64,67,41,42,52,51,37,88,87,10,3,65,35,73,44,52,33,100,97,9,2,67,35,71,40,50,33,100,97,109,102,67,35,171,40,50
204,622,3227,8,8,81,82,25,18,72,73,11,12,75,75,72,72,73,73,67,67,69,72,10,86,16,78,13,73,73,73,68,77,10,100,24,88,11,77,71,75,62,66,110,200,124,188,11,77,171,75,162,66
205,479,3261,84,74,62,60,28,25,75,74,38,46,33,25,12,12,5,7,62,58,65,70,65,55,22,71,49,16,14,10,51,71,67,53,20,73,43,24,12,10,46,68,67,153,120,173,143,124,112,10,46,68
206,381,3142,29,29,32,32,11,12,77,83,79,75,79,81,17,17,56,55,19,19,53,50,42,32,12,87,73,84,17,54,21,45,32,25,13,96,75,92,15,52,15,44,132,25,13,196,75,192,15,52,115,44
207,398,3051,78,78,83,83,66,66,26,26,74,74,70,70,59,59,51,51,35,35,77,77,76,87,56,14,78,66,51,51,26,79,79,97,62,13,88,72,49,47,23,81,79,97,62,113,188,72,149,147,123,181
208,1540,3457,43,48,19,15,30,48,19,18,60,62,40,40,10,7,5,5,30,33,20,20,50,14,50,19,62,41,5,5,34,19,44,13,42,17,61,36,4,4,30,22,144,113,42,17,61,36,104,4,130,22
209,1252,3315,23,23,39,39,68,68,73,74,9,9,61,60,36,35,69,73,86,86,35,37,27,34,67,80,10,54,32,81,77,44,25,29,65,86,9,51,26,91,84,39,125,129,65,186,109,51,126,91,84,139
210,454,3486,27,27,32,31,68,68,87,86,53,53,83,85,48,52,7,8,38,18,44,54,26,25,72,86,54,85,54,9,16,57,22,23,70,88,51,98,51,7,24,53,122,23,170,88,151,98,51,7,124,53
211,1130,3010,8,9,12,13,76,78,45,47,82,85,53,50,43,50,55,48,17,17,57,52,10,15,77,45,87,48,51,51,17,50,9,14,85,43,96,40,47,46,15,42,109,114,85,43,96,140,147,46,15,42
212,477,3469,32,40,45,50,17,17,89,89,77,77,45,45,50,50,16,18,55,65,90,80,49,51,17,86,75,48,43,19,67,77,43,48,15,88,76,33,36,17,65,85,143,48,15,88,176,133,136,17,65,85
213,681,3209,77,75,83,87,38,37,87,78,83,82,91,90,4,7,27,18,64,75,32,34,74,88,34,73,80,87,7,16,76,34,77,100,30,71,86,94,5,24,79,29,177,100,130,171,186,94,105,124,79,129
214,488,3364,70,83,65,72,8,6,38,52,18,17,56,65,43,30,55,62,56,40,45,34,87,77,7,60,22,72,34,68,45,36,95,85,5,52,20,70,30,61,43,38,95,85,5,152,20,170,130,161,43,38
215,452,3406,40,42,12,12,80,90,30,27,8,10,30,25,40,42,85,85,80,80,80,83,44,12,95,27,10,19,43,87,77,86,40,12,95,25,10,17,36,97,85,90,40,12,195,125,10,17,136,97,85,190
216,477,3063,22,17,54,62,74,75,4,4,47,45,57,59,41,37,31,40,67,68,12,11,15,73,76,3,43,64,34,48,73,10,14,71,85,2,37,59,30,38,83,9,114,171,185,102,37,59,130,138,183,109
217,608,3375,89,89,40,38,85,85,2,2,9,9,11,12,88,80,80,80,89,88,11,11,88,34,86,1,9,12,74,77,87,11,100,28,100,1,6,12,81,85,93,8,100,28,200,1,106,12,81,85,93,108
218,621,3297,37,36,9,9,13,13,89,89,52,49,57,59,88,88,78,76,64,64,73,78,34,9,14,87,45,60,87,74,64,77,29,7,12,94,44,52,96,70,58,86,129,7,112,194,44,152,196,70,158,86
219,546,3432,10,10,72,75,78,75,37,39,35,35,84,81,57,57,92,90,89,89,76,75,10,79,73,44,32,79,62,88,85,74,9,82,71,41,31,82,61,100,98,70,109,82,171,41,31,182,61,100,98,70
220,584,3393,81,80,38,38,27,21,33,35,78,78,80,80,61,61,30,30,88,85,60,60,77,34,16,49,74,79,62,34,79,53,84,30,24,43,77,82,61,29,82,48,84,130,124,143,177,82,61,129,182,148
221,558,3147,65,60,80,85,45,40,25,20,20,18,3,3,25,20,35,40,50,53,60,65,59,87,32,17,14,2,21,42,53,69,55,94,31,15,13,1,15,32,48,67,155,94,31,15,113,101,115,132,148,167
222,413,3297,35,35,6,6,11,11,73,75,43,43,50,50,68,68,69,69,49,49,68,68,34,9,14,87,45,60,87,74,64,77,29,7,12,94,44,52,96,70,58,86,129,7,112,194,44,152,196,70,158,86
223,519,3152,2,2,30,32,28,28,53,53,33,34,85,85,86,86,76,75,4,6,43,43,1,41,25,51,43,86,80,71,7,44,1,36,19,46,34,90,86,73,5,39,1,36,119,46,34,190,186,173,105,39
224,725,3172,36,38,25,24,65,65,46,48,50,48,36,36,71,71,36,35,74,74,55,57,44,22,65,51,44,36,72,34,73,60,39,20,67,47,39,38,74,28,73,60,139,20,67,147,39,38,174,28,73,160
225,641,3459,60,68,76,77,83,84,26,28,35,37,40,38,17,17,40,38,64,66,69,68,73,78,88,32,43,36,16,35,74,64,71,89,98,25,37,38,16,35,70,59,171,89,198,25,137,38,16,35,70,59
226,348,3381,23,19,28,29,24,24,18,18,22,22,41,41,62,62,47,47,59,59,71,71,16,34,43,32,12,44,73,43,64,77,16,30,34,25,11,41,75,36,59,79,116,130,34,25,111,41,75,136,159,179
227,339,3099,75,80,82,75,8,9,85,85,25,42,80,80,11,12,85,85,40,45,82,78,81,73,9,86,43,79,12,85,49,78,91,71,7,89,36,82,12,98,43,78,91,171,7,189,136,82,12,98,143,178
228,253,3212,56,63,21,15,62,62,8,9,74,74,47,48,82,82,68,67,56,60,72,65,68,10,62,9,74,48,81,66,63,61,62,9,61,6,81,40,78,72,68,57,162,109,61,106,81,140,78,72,168,57
229,521,3475,33,37,77,75,48,50,65,65,25,26,85,80,32,34,10,10,51,53,49,50,42,72,54,61,28,73,34,10,56,51,32,70,49,64,26,75,28,9,62,48,132,170,49,164,26,75,28,9,62,48
230,450,3071,70,75,80,83,80,80,14,14,78,78,90,87,74,70,55,55,67,74,35,35,74,84,77,14,79,86,69,54,77,37,77,92,86,14,82,88,67,51,66,33,177,192,86,14,182,88,167,151,66,33
231,273,3430,36,40,40,36,45,50,50,45,75,75,8,10,70,67,60,55,3,3,70,70,43,34,56,47,77,10,67,51,2,69,37,31,62,45,66,10,65,49,1,63,137,131,62,45,66,10,65,149,101,63
232,430,3133,32,39,83,85,33,38,61,62,69,70,70,75,7,7,12,13,80,83,70,75,43,87,43,68,77,76,7,14,86,81,36,94,34,61,79,85,5,14,88,78,136,94,134,161,179,185,105,14,88,78
233,683,3341,12,12,14,15,81,85,22,18,46,51,26,37,45,48,75,73,90,87,27,28,12,16,88,18,54,42,51,73,87,28,13,16,100,18,50,32,47,73,97,26,13,16,100,18,150,132,47,73,97,26
234,1272,3090,12,10,32,32,63,60,10,12,54,62,81,85,35,32,46,48,11,11,49,49,10,32,60,12,65,87,30,54,10,52,8,31,60,13,66,96,24,50,9,50,8,31,60,13,166,96,24,150,109,50
235,416,3199,77,77,75,72,13,12,64,60,69,66,54,53,49,52,74,74,13,12,73,72,78,69,9,51,55,50,57,74,12,68,88,67,7,49,53,42,53,70,12,62,188,167,107,149,153,142,53,70,12,162
236,350,3034,66,68,57,57,58,53,39,43,74,74,81,82,47,49,50,51,36,35,62,64,71,59,51,49,73,86,52,54,34,67,69,55,49,43,77,88,45,51,28,63,169,155,149,143,77,88,145,51,28,163
237,756,3134,17,17,42,45,24,18,26,29,15,14,30,28,30,35,60,58,82,80,2,2,12,49,16,32,13,16,43,52,79,2,11,43,16,26,11,24,34,45,84,1,111,143,16,126,11,124,34,145,184,101
238,658,3070,59,61,77,81,34,43,85,90,61,57,81,83,59,55,3,3,74,74,58,62,69,87,49,95,53,87,50,3,75,68,63,96,43,95,46,99,44,2,76,61,63,96,143,195,146,99,144,102,176,161
239,496,3111,66,72,80,80,86,86,62,62,59,60,84,84,6,6,43,43,80,80,22,28,74,81,85,66,64,79,7,43,79,33,70,91,98,72,59,82,5,36,82,27,70,91,98,72,59,82,5,136,182,127
240,263,3029,86,86,31,31,10,10,85,80,45,46,40,40,43,43,78,75,42,40,36,38,86,28,10,73,51,43,43,72,33,43,90,26,9,75,47,37,37,71,27,34,190,26,9,75,147,37,137,71,127,134
241,330,3177,70,72,6,8,17,17,18,16,58,52,75,73,6,9,21,25,55,54,56,55,73,8,16,15,51,73,10,25,54,54,75,6,16,14,47,73,9,19,50,52,175,6,16,114,47,73,9,119,150,52
242,537,3241,69,70,28,24,53,50,41,39,57,55,61,61,29,29,3,3,38,38,77,77,71,16,45,36,52,62,27,3,38,77,74,24,44,38,50,56,25,3,32,84,74,124,44,38,50,156,125,3,32,84
243,398,3478,32,38,15,15,42,40,52,54,72,74,85,85,40,41,45,47,60,55,85,85,44,14,36,55,77,87,43,50,51,87,39,14,38,53,66,96,37,42,48,93,139,14,38,153,66,96,137,42,48,93
244,262,3310,76,76,80,79,75,72,39,43,36,36,68,63,68,68,69,69,58,58,7,7,79,76,61,50,34,59,68,73,59,8,82,80,57,41,28,54,62,83,55,6,82,80,57,141,28,154,162,183,155,6
245,493,3221,45,47,28,16,51,48,75,75,62,62,38,49,8,9,14,18,22,22,79,68,51,16,45,73,67,49,10,19,22,67,47,16,43,77,65,43,10,17,21,64,47,116,43,77,65,143,110,17,21,64
246,1842,3196,79,77,72,74,11,11,75,80,9,10,34,35,1,1,79,85,49,50,52,53,73,79,10,86,11,44,1,86,52,54,77,82,10,89,8,40,1,90,54,50,77,82,110,189,108,40,1,90,54,150
247,342,3430,44,42,40,38,52,53,48,47,70,72,6,9,75,70,58,55,2,2,75,71,43,34,56,47,77,10,67,51,2,69,37,31,62,45,66,10,65,49,1,63,137,131,62,45,66,10,65,149,101,63
248,747,3489,56,59,43,45,37,37,81,75,58,61,50,55,72,70,11,12,85,78,15,17,63,48,36,73,65,61,67,14,72,19,55,38,38,71,65,64,65,14,72,22,55,138,38,171,165,164,65,14,172,22
249,467,3460,84,85,19,22,49,51,59,68,64,64,73,79,89,88,39,42,90,89,41,36,87,25,53,73,64,81,87,44,87,34,96,18,46,83,58,91,97,39,96,30,96,118,146,183,158,91,97,139,196,130
250,267,3189,45,54,80,80,85,74,50,48,60,63,55,60,35,30,26,30,65,70,34,30,60,84,77,51,68,65,34,32,74,35,60,92,79,47,69,66,28,31,80,35,160,192,179,47,69,166,28,31,180,35
251,709,3483,45,50,30,31,70,77,65,71,65,59,50,43,85,87,6,7,12,14,25,22,50,31,77,71,59,43,87,7,14,22,44,27,84,69,54,37,99,5,12,20,144,27,84,169,154,37,99,105,112,120
252,892,3381,23,21,42,39,33,36,31,32,16,16,34,38,76,76,38,41,64,64,82,80,16,34,43,32,12,44,73,43,64,77,16,30,34,25,11,41,75,36,59,79,116,130,34,25,111,41,75,136,159,179
